"Days since purchase","Purchase visits","Total sales","Credit card","Coupons","Items purchased","Blouse","Suit"
61,2,190.94,"No",0,7,"No","No"
337,1,113,"No",0,6,"No","No"
293,2,186.72,"No",0,10,"No","No"
362,1,127.48,"No",0,3,"No","No"
14,2,210.91,"No",0,9,"Yes","No"
11,21,1305.92,"Yes",2,59,"Yes","Yes"
267,1,68,"Yes",0,2,"No","No"
247,1,115.48,"No",0,6,"Yes","No"
195,1,132,"No",0,5,"Yes","No"
264,1,107,"No",0,3,"No","No"
156,1,200.7,"Yes",1,9,"No","No"
6,20,443.94,"Yes",1,30,"Yes","No"
106,2,143.97,"No",0,6,"No","No"
65,1,160,"No",0,5,"No","No"
127,2,76,"No",0,3,"No","No"
19,4,224.83,"Yes",0,4,"Yes","No"
201,1,130,"Yes",0,2,"No","Yes"
88,4,221.94,"No",0,11,"Yes","No"
196,1,129.99,"No",0,1,"No","Yes"
107,2,97.97,"No",0,6,"No","No"
35,5,951.66,"Yes",1,37,"Yes","No"
34,2,222.5,"No",0,8,"No","No"
34,10,385.62,"No",1,13,"Yes","No"
120,4,545.47,"Yes",1,12,"Yes","No"
7,29,2065.87,"Yes",3,100,"Yes","No"
292,1,262.75,"No",0,9,"No","No"
312,1,126.74,"No",0,6,"No","No"
267,1,162.99,"No",0,4,"No","No"
29,4,518.99,"Yes",2,15,"Yes","No"
34,29,372.51,"Yes",7,59,"Yes","No"
52,3,652.17,"Yes",1,16,"Yes","No"
78,1,84.99,"No",0,2,"Yes","No"
163,3,247,"No",0,7,"Yes","No"
86,2,119.48,"No",0,4,"No","No"
307,1,173.7,"Yes",0,5,"No","No"
50,12,744.61,"Yes",1,42,"Yes","No"
60,7,568.91,"No",2,23,"Yes","No"
24,11,2295.7,"Yes",1,67,"Yes","No"
11,11,315.07,"Yes",1,23,"Yes","No"
300,2,393,"No",0,6,"No","No"
275,1,123.49,"No",0,3,"No","No"
9,24,2267.99,"Yes",10,90,"Yes","No"
28,6,584.37,"No",0,20,"Yes","No"
54,2,121.97,"No",0,9,"No","No"
313,2,280.98,"No",0,7,"No","No"
41,29,3076.5,"Yes",11,152,"Yes","No"
5,12,674,"Yes",3,29,"Yes","No"
125,1,124.99,"No",0,8,"No","No"
47,5,443.59,"Yes",2,18,"Yes","No"
173,2,429.27,"Yes",2,12,"Yes","No"
28,4,532.99,"No",0,9,"Yes","No"
21,24,691.6,"Yes",3,37,"Yes","No"
175,2,335.98,"No",0,6,"No","No"
263,2,139.5,"No",0,2,"No","No"
103,2,217.97,"No",0,5,"No","No"
70,6,360.93,"Yes",0,20,"Yes","No"
166,1,161,"No",0,4,"No","No"
131,6,893.97,"Yes",1,27,"No","No"
76,4,334.81,"Yes",0,26,"Yes","No"
103,3,243.46,"Yes",0,7,"Yes","No"
21,8,460.92,"Yes",1,23,"Yes","No"
117,4,332.91,"Yes",0,13,"No","No"
41,6,561.42,"No",0,21,"Yes","No"
26,3,162.12,"Yes",2,7,"No","No"
185,3,211.7,"Yes",0,8,"No","No"
102,16,612.91,"Yes",2,33,"Yes","No"
339,2,324.98,"No",0,10,"Yes","No"
30,2,181.91,"No",0,9,"Yes","No"
77,4,988.46,"Yes",1,23,"Yes","No"
100,11,449.96,"Yes",3,22,"No","No"
41,4,249.89,"Yes",1,9,"Yes","No"
215,3,184.95,"No",0,9,"No","No"
23,13,1015.96,"Yes",2,48,"Yes","Yes"
314,1,14.99,"No",0,1,"No","No"
77,3,247.93,"No",1,10,"Yes","No"
44,4,123.98,"Yes",0,6,"Yes","No"
7,21,1349.53,"Yes",2,73,"Yes","No"
219,2,180,"No",0,9,"No","No"
2,11,1654.91,"Yes",8,58,"Yes","No"
166,1,210.99,"No",0,5,"Yes","No"
41,2,212.5,"Yes",0,4,"Yes","No"
352,1,127,"No",0,3,"Yes","No"
60,2,171.94,"No",0,6,"No","No"
119,2,220.96,"No",0,7,"Yes","No"
166,2,135.98,"Yes",0,10,"Yes","No"
10,12,571.71,"Yes",1,35,"Yes","Yes"
202,1,104.98,"Yes",0,7,"No","No"
13,11,1188.91,"Yes",3,46,"Yes","No"
82,5,545.71,"Yes",3,23,"Yes","No"
80,2,188.99,"Yes",0,7,"No","No"
261,1,126,"Yes",1,2,"No","No"
71,3,350.47,"No",0,7,"No","No"
57,10,673.73,"Yes",2,25,"Yes","No"
184,2,635.99,"Yes",0,19,"Yes","No"
174,1,157.25,"No",1,4,"Yes","No"
4,9,531.92,"Yes",3,15,"Yes","No"
286,1,94.97,"No",0,3,"No","No"
62,2,95.98,"No",0,4,"No","No"
256,1,201,"No",0,3,"Yes","No"
354,1,99,"No",0,1,"No","No"
72,3,197.99,"No",0,4,"No","No"
251,3,403.95,"Yes",0,15,"No","No"
184,3,579.73,"No",0,14,"Yes","No"
132,1,69.99,"No",0,1,"No","No"
321,1,176.98,"No",0,5,"Yes","No"
5,13,1727.54,"Yes",4,67,"Yes","No"
20,12,807.11,"Yes",1,39,"Yes","No"
11,10,502.69,"Yes",2,18,"Yes","No"
119,5,166.99,"No",0,10,"Yes","No"
76,2,201.38,"No",0,4,"No","No"
18,6,420.94,"No",2,27,"Yes","No"
62,22,1890.96,"Yes",4,62,"Yes","No"
229,3,806.35,"No",0,40,"Yes","No"
152,2,350.96,"No",0,7,"No","Yes"
41,21,1258.46,"Yes",8,57,"Yes","No"
134,5,237.98,"No",0,9,"No","No"
293,1,69.98,"No",0,2,"No","No"
112,1,129.98,"No",0,6,"No","No"
49,8,637.16,"Yes",1,36,"Yes","No"
170,3,290.1,"Yes",0,17,"No","No"
7,6,271.28,"Yes",0,20,"Yes","No"
82,1,260.95,"No",0,3,"No","No"
97,1,118.49,"No",0,5,"No","No"
23,4,337.78,"Yes",1,11,"Yes","No"
188,2,225.9,"No",0,10,"No","No"
23,4,348.99,"No",0,8,"No","No"
361,1,259,"No",0,6,"Yes","No"
361,1,279,"No",0,1,"No","No"
40,6,367.51,"Yes",2,13,"Yes","Yes"
172,8,135,"No",0,7,"No","No"
11,16,659.46,"Yes",3,30,"Yes","No"
140,2,238.77,"Yes",1,6,"No","No"
312,1,121.5,"No",0,2,"No","No"
36,6,693.96,"No",1,24,"Yes","No"
137,2,380.47,"No",0,8,"No","Yes"
10,3,585.99,"Yes",2,12,"Yes","No"
120,2,334.95,"No",0,12,"No","No"
312,2,163.96,"No",0,9,"Yes","No"
269,1,69.5,"No",0,3,"No","No"
106,1,97.5,"No",0,5,"No","No"
119,1,198.97,"Yes",0,4,"Yes","No"
112,2,249.97,"Yes",0,7,"No","No"
92,12,210.58,"No",0,19,"No","No"
265,4,141.79,"No",0,7,"Yes","No"
194,1,99,"No",0,7,"Yes","No"
313,1,155.25,"No",0,3,"No","No"
89,1,20.99,"No",0,1,"Yes","No"
10,6,384.27,"Yes",1,12,"No","No"
183,3,138.9,"No",0,4,"No","No"
10,25,3307.37,"Yes",10,83,"Yes","Yes"
173,2,102,"No",1,4,"No","No"
68,2,40.38,"No",0,3,"No","No"
150,5,955.56,"No",1,26,"Yes","No"
38,10,937.91,"Yes",1,37,"Yes","No"
279,1,101.5,"No",0,3,"No","No"
124,9,596.63,"Yes",1,39,"Yes","No"
278,1,159.98,"No",0,5,"No","No"
178,5,964.86,"Yes",0,21,"Yes","Yes"
227,1,176,"Yes",0,3,"No","No"
118,2,109.99,"No",0,4,"No","No"
15,7,729.5,"No",0,33,"Yes","No"
92,2,357.8,"Yes",2,9,"Yes","No"
202,2,256,"No",0,4,"Yes","No"
327,1,152,"No",0,3,"No","No"
271,2,77.97,"No",0,3,"Yes","No"
312,2,363.6,"Yes",0,7,"Yes","No"
26,2,229.96,"No",0,11,"Yes","Yes"
323,1,910.96,"No",0,22,"Yes","No"
89,4,366.09,"No",0,15,"Yes","No"
195,1,86,"No",0,2,"No","No"
243,4,284.29,"No",0,10,"Yes","No"
9,6,491.32,"Yes",1,26,"No","No"
20,6,235.89,"No",0,16,"Yes","No"
132,4,354.24,"No",1,12,"Yes","No"
273,1,24.98,"No",0,2,"No","No"
258,1,260,"Yes",0,4,"Yes","No"
313,1,79.98,"No",0,2,"No","No"
174,1,78,"No",0,1,"No","No"
272,1,654.5,"No",0,11,"Yes","No"
97,5,745.7,"Yes",2,17,"Yes","No"
138,1,125.5,"No",0,6,"No","No"
241,1,151.5,"No",0,4,"No","No"
38,1,182,"No",0,3,"No","No"
26,20,2922.63,"Yes",4,77,"Yes","Yes"
153,3,471.8,"Yes",0,10,"Yes","No"
12,7,932.31,"No",1,36,"Yes","No"
170,2,178.97,"No",0,5,"Yes","No"
97,4,339.68,"No",0,11,"Yes","Yes"
11,8,683.76,"No",1,22,"Yes","No"
43,6,732.94,"No",0,17,"Yes","No"
117,3,963.45,"No",0,20,"Yes","No"
75,6,187.99,"No",0,14,"No","No"
39,1,231,"No",0,4,"Yes","No"
71,5,267.39,"No",0,10,"No","No"
339,2,137,"No",0,6,"No","No"
27,10,1251.57,"Yes",3,39,"Yes","No"
31,8,1114.69,"No",0,46,"Yes","No"
113,2,113,"No",0,4,"No","No"
170,3,136.48,"No",0,6,"Yes","No"
181,2,315,"No",0,7,"Yes","No"
59,4,177.88,"No",0,7,"Yes","No"
36,2,97,"No",0,3,"Yes","No"
98,2,244.97,"No",0,9,"No","No"
42,20,411.53,"No",0,29,"Yes","No"
258,1,165.44,"Yes",0,9,"No","No"
20,13,696.44,"No",2,36,"Yes","Yes"
69,3,590.91,"No",0,22,"Yes","No"
56,7,436.16,"No",1,16,"No","No"
38,12,995.77,"Yes",1,32,"Yes","Yes"
92,9,698.72,"Yes",0,26,"Yes","No"
12,37,2164.51,"Yes",8,94,"Yes","No"
145,4,273.95,"Yes",0,11,"No","Yes"
7,6,307.47,"Yes",0,14,"Yes","Yes"
295,2,78.99,"No",0,3,"Yes","No"
248,2,121.79,"Yes",0,3,"No","No"
271,6,122.52,"No",1,10,"No","No"
350,1,301.5,"Yes",0,6,"No","No"
221,1,122.49,"No",0,9,"No","No"
67,6,314.86,"Yes",0,15,"No","No"
187,2,182,"No",0,8,"No","No"
6,17,1302.78,"Yes",2,57,"Yes","Yes"
35,8,561.97,"Yes",2,27,"Yes","Yes"
99,3,676.96,"Yes",0,17,"Yes","No"
73,1,158,"No",0,2,"No","No"
293,3,220.94,"No",0,12,"Yes","No"
27,3,67.32,"Yes",1,7,"No","No"
166,3,138.98,"No",0,6,"Yes","No"
83,4,199.48,"No",0,6,"Yes","No"
63,5,295.94,"Yes",0,6,"Yes","Yes"
12,3,103.97,"Yes",0,7,"Yes","Yes"
78,6,576.17,"No",1,17,"No","No"
86,2,173.36,"Yes",0,8,"No","No"
277,1,127.98,"No",0,4,"No","No"
73,8,332.91,"Yes",0,26,"No","No"
37,1,103,"No",0,2,"Yes","No"
48,16,1344.96,"Yes",4,40,"Yes","No"
1,13,598.55,"Yes",0,27,"Yes","No"
187,1,315,"No",0,6,"Yes","No"
15,32,3985.01,"Yes",10,122,"Yes","No"
53,12,861.11,"Yes",3,43,"Yes","No"
86,2,190.98,"No",0,5,"No","No"
52,3,278.94,"Yes",1,8,"No","Yes"
11,7,199.41,"No",0,16,"Yes","No"
19,5,80.7,"No",0,9,"No","No"
173,2,122.99,"No",0,2,"Yes","No"
4,12,1626.33,"Yes",2,57,"Yes","No"
150,6,277.73,"Yes",0,7,"No","No"
152,2,164.99,"Yes",0,6,"Yes","No"
52,9,1627.59,"No",0,46,"Yes","No"
61,2,128.95,"No",0,6,"Yes","No"
125,9,548.01,"Yes",2,33,"Yes","No"
62,4,111.93,"No",0,8,"Yes","No"
10,7,620.45,"Yes",0,17,"Yes","No"
111,3,199.95,"Yes",0,7,"No","No"
230,4,374.96,"No",0,9,"Yes","No"
73,9,374.77,"Yes",1,16,"Yes","No"
270,1,70.47,"No",0,4,"Yes","No"
261,2,100.68,"No",0,7,"No","No"
71,6,454.71,"No",1,21,"Yes","No"
271,1,148.99,"No",0,5,"Yes","No"
272,2,463.32,"Yes",0,13,"Yes","No"
63,4,445.42,"No",0,18,"Yes","No"
158,3,164.53,"Yes",1,12,"Yes","No"
19,7,804.09,"Yes",4,30,"Yes","No"
314,1,83.23,"No",0,8,"No","No"
275,2,497.31,"No",0,12,"Yes","No"
148,2,166.22,"Yes",1,6,"Yes","No"
361,1,129.99,"No",0,1,"No","Yes"
179,2,74.97,"No",0,5,"No","No"
285,2,146.29,"Yes",0,7,"Yes","No"
150,1,167,"No",0,2,"No","No"
201,2,274.97,"Yes",1,6,"No","Yes"
9,31,3612.32,"Yes",10,140,"Yes","Yes"
227,2,153.2,"Yes",0,7,"No","No"
18,3,325.89,"No",1,13,"Yes","No"
77,2,77.99,"No",0,3,"No","No"
318,1,346,"No",0,7,"Yes","No"
12,44,5030.7,"Yes",19,199,"Yes","Yes"
49,3,326.99,"Yes",0,12,"Yes","No"
82,1,88.96,"No",0,4,"Yes","No"
11,6,854.92,"Yes",1,25,"Yes","No"
31,7,668.07,"Yes",2,30,"No","Yes"
339,1,97.98,"No",0,3,"Yes","No"
154,15,1164.49,"Yes",6,39,"Yes","No"
19,12,844.91,"Yes",0,21,"Yes","No"
127,2,296.24,"No",0,5,"Yes","No"
62,1,81.88,"Yes",1,3,"Yes","No"
76,2,182.45,"No",0,8,"Yes","No"
177,1,154.97,"No",0,3,"No","No"
274,1,24.99,"No",0,1,"No","No"
254,1,99,"Yes",0,1,"No","No"
6,4,1199.27,"Yes",2,37,"Yes","No"
5,11,634.99,"Yes",0,22,"Yes","No"
172,2,339.24,"No",1,6,"Yes","Yes"
282,1,189.97,"No",0,3,"No","No"
20,10,746.54,"Yes",3,35,"Yes","No"
167,1,181,"No",0,3,"No","No"
178,1,159.99,"No",0,3,"No","Yes"
331,1,78,"No",0,2,"Yes","No"
165,2,273.46,"Yes",1,7,"Yes","No"
228,6,668.65,"Yes",0,25,"Yes","No"
172,1,78.75,"No",1,6,"No","No"
89,7,490.98,"No",0,10,"Yes","Yes"
3,11,1352.03,"Yes",6,45,"Yes","No"
46,7,507.36,"No",0,16,"Yes","No"
55,6,411.21,"No",1,17,"Yes","No"
42,2,109.5,"No",0,3,"No","No"
206,3,470.65,"No",1,11,"Yes","No"
68,11,1099.77,"Yes",3,35,"Yes","Yes"
5,12,938.52,"Yes",2,44,"No","No"
215,2,234.97,"No",0,4,"Yes","Yes"
182,2,364.91,"Yes",0,9,"Yes","No"
215,1,349.2,"Yes",1,6,"Yes","No"
208,1,247.98,"No",0,6,"Yes","Yes"
131,2,361.17,"Yes",2,8,"Yes","No"
216,2,411.95,"No",0,7,"No","Yes"
172,2,126.25,"No",1,3,"No","No"
5,11,322.14,"Yes",1,23,"No","No"
102,6,645.95,"Yes",2,22,"Yes","No"
26,5,206.55,"Yes",2,12,"Yes","No"
11,6,446.37,"Yes",4,17,"No","No"
157,6,698.93,"No",0,16,"Yes","Yes"
3,22,4663.48,"Yes",14,146,"Yes","Yes"
6,34,2715.14,"Yes",3,110,"Yes","No"
77,7,528.37,"Yes",0,14,"Yes","No"
17,14,937.69,"Yes",8,44,"Yes","No"
28,3,214.74,"No",1,12,"Yes","Yes"
261,1,69.98,"No",0,2,"No","No"
347,1,269,"No",0,5,"No","No"
90,3,504.8,"Yes",1,20,"Yes","No"
18,3,177.36,"No",0,15,"Yes","No"
39,1,116.05,"No",1,6,"Yes","No"
81,2,411.97,"Yes",1,7,"Yes","Yes"
272,1,134.96,"Yes",1,5,"No","No"
124,7,388.47,"Yes",2,16,"No","No"
138,1,243,"No",0,8,"No","No"
28,7,506.38,"Yes",2,21,"Yes","Yes"
40,18,618.68,"Yes",2,37,"Yes","No"
74,8,216.64,"No",0,13,"Yes","No"
93,4,626.45,"No",0,11,"Yes","Yes"
42,3,520.44,"Yes",0,20,"Yes","Yes"
201,3,248.94,"No",0,9,"Yes","No"
70,4,599.43,"Yes",2,14,"Yes","Yes"
76,2,195.45,"No",0,7,"No","No"
36,17,416.89,"Yes",2,34,"Yes","No"
50,1,327.99,"No",0,5,"Yes","No"
285,1,100.8,"Yes",0,3,"No","No"
341,1,116.99,"Yes",0,1,"No","Yes"
33,17,818.06,"Yes",1,33,"Yes","No"
58,7,559.48,"Yes",1,38,"Yes","No"
214,2,223.02,"Yes",0,12,"Yes","No"
281,1,119.74,"Yes",0,4,"No","No"
133,2,188.97,"No",0,4,"Yes","No"
15,13,1934.54,"Yes",1,88,"Yes","No"
34,9,518.87,"Yes",0,24,"Yes","No"
264,1,266,"No",0,5,"Yes","No"
25,7,454.42,"Yes",2,22,"Yes","No"
4,25,1050.71,"Yes",6,53,"Yes","Yes"
118,2,141.27,"No",0,4,"Yes","No"
243,2,164.92,"No",0,8,"No","No"
1,14,989.96,"No",3,33,"Yes","No"
77,9,972.37,"No",1,22,"Yes","No"
70,24,1802.94,"Yes",4,88,"Yes","No"
173,2,226.92,"Yes",1,9,"No","No"
250,2,209.99,"No",0,6,"No","No"
145,2,486.6,"Yes",0,10,"Yes","No"
112,6,130.29,"No",0,6,"No","No"
51,4,392.89,"Yes",1,18,"Yes","No"
297,1,78.99,"No",0,3,"Yes","No"
306,1,178.97,"No",0,4,"Yes","Yes"
360,1,84,"No",0,1,"No","No"
141,1,99.97,"No",0,3,"Yes","No"
86,1,236.44,"No",0,9,"Yes","No"
200,1,221.4,"Yes",1,4,"Yes","No"
15,8,1966.43,"Yes",2,57,"Yes","No"
332,1,119.97,"No",0,3,"No","No"
289,2,146.98,"No",0,3,"No","No"
52,10,1021.58,"Yes",3,45,"Yes","No"
5,6,1301.51,"Yes",5,34,"Yes","No"
98,3,343.16,"No",0,7,"No","No"
13,15,2206.45,"Yes",6,82,"Yes","Yes"
258,1,156.97,"Yes",0,7,"Yes","Yes"
3,10,1167.25,"Yes",4,48,"Yes","Yes"
23,4,445.89,"Yes",2,21,"Yes","No"
322,2,278.37,"Yes",0,9,"Yes","No"
19,9,577.9,"Yes",0,21,"Yes","No"
301,2,118.99,"No",0,4,"No","No"
129,1,249.96,"No",0,4,"No","No"
59,3,110.23,"Yes",0,5,"Yes","No"
47,9,419.42,"No",0,23,"Yes","No"
353,1,99,"No",0,1,"No","No"
70,5,412.16,"Yes",1,17,"Yes","No"
53,1,131.27,"Yes",1,8,"No","No"
160,2,179.98,"No",1,5,"Yes","No"
47,5,275,"Yes",1,13,"Yes","No"
278,1,108.99,"No",0,2,"No","No"
181,1,119.99,"No",0,1,"No","Yes"
58,4,300.3,"No",0,32,"Yes","No"
8,10,1137.86,"Yes",1,25,"Yes","No"
80,6,654.46,"No",2,29,"No","No"
11,42,1238.84,"Yes",2,69,"Yes","No"
131,4,320.77,"Yes",1,17,"No","No"
291,3,170.95,"No",0,6,"No","No"
190,2,409.46,"No",0,15,"No","No"
19,11,971.93,"No",1,26,"Yes","Yes"
69,7,347.2,"No",0,11,"Yes","No"
273,3,370.49,"No",0,10,"Yes","No"
42,4,371,"No",0,12,"Yes","No"
197,3,358.98,"No",0,10,"No","No"
12,4,415.44,"Yes",0,15,"Yes","No"
34,9,769.92,"Yes",0,26,"Yes","No"
183,1,261,"No",0,4,"No","No"
317,2,184.97,"Yes",0,6,"No","No"
334,1,180,"Yes",0,6,"No","No"
8,5,277.47,"Yes",1,17,"Yes","No"
43,4,136.96,"No",0,7,"No","No"
163,4,105.49,"No",0,8,"Yes","No"
230,1,103.98,"No",0,3,"Yes","No"
306,1,78,"No",0,4,"No","No"
243,1,197.5,"No",0,3,"Yes","No"
202,1,268.99,"No",0,7,"No","No"
33,2,817.78,"Yes",2,13,"Yes","No"
26,3,606.87,"Yes",2,13,"Yes","No"
51,8,644.28,"No",0,31,"Yes","Yes"
124,1,117,"No",0,3,"Yes","No"
320,2,216.98,"No",0,5,"No","No"
24,5,53.5,"No",0,7,"Yes","No"
242,1,107.95,"No",0,5,"Yes","No"
208,2,186.99,"No",1,4,"No","Yes"
12,8,278.05,"Yes",1,16,"Yes","No"
3,15,801.82,"Yes",4,54,"Yes","Yes"
45,3,512.48,"No",0,17,"Yes","No"
202,2,167.97,"No",0,8,"No","No"
296,1,196.97,"No",0,10,"Yes","No"
271,1,87.99,"No",0,3,"Yes","No"
10,3,338.4,"No",0,12,"No","No"
89,5,411.94,"No",0,14,"Yes","No"
60,6,778.1,"No",0,23,"Yes","No"
344,2,72.5,"No",0,7,"No","No"
37,8,854.9,"Yes",0,28,"No","Yes"
74,5,370.02,"No",0,15,"Yes","No"
215,1,338.76,"Yes",1,3,"No","No"
110,6,371.98,"Yes",1,19,"Yes","Yes"
42,23,358.93,"Yes",0,40,"Yes","No"
18,5,501.74,"Yes",1,23,"Yes","No"
149,3,176.5,"No",0,7,"No","No"
152,4,259.48,"No",0,8,"Yes","No"
129,2,137.99,"No",0,3,"No","No"
71,2,102.97,"No",0,5,"No","No"
19,1,41.65,"No",1,2,"No","No"
335,2,113,"No",0,5,"No","No"
12,3,372.5,"Yes",1,8,"No","No"
75,16,533.77,"No",1,36,"Yes","No"
244,1,124.96,"No",0,3,"No","No"
3,2,150.07,"No",0,7,"Yes","No"
357,1,252.88,"No",0,8,"Yes","No"
12,9,345.17,"No",0,21,"Yes","No"
11,4,637.63,"Yes",1,17,"Yes","No"
49,3,186.96,"No",0,6,"Yes","No"
152,4,155.98,"No",0,5,"Yes","No"
77,7,614.69,"Yes",1,26,"Yes","No"
84,3,236.44,"No",0,8,"No","No"
9,5,79.5,"No",0,13,"No","No"
73,1,242.46,"Yes",1,10,"Yes","No"
7,11,734.11,"Yes",3,37,"No","No"
83,9,394.29,"Yes",1,20,"No","No"
323,3,102.98,"No",0,4,"No","No"
161,1,243.88,"Yes",1,7,"No","No"
33,4,428.58,"Yes",0,16,"Yes","No"
140,3,181.96,"Yes",0,7,"No","No"
203,2,774.45,"No",0,24,"Yes","No"
19,4,954.91,"Yes",2,30,"Yes","Yes"
292,1,110.25,"No",0,3,"No","No"
4,11,1051.82,"Yes",0,37,"Yes","No"
32,9,635.42,"Yes",1,27,"No","No"
133,4,512.44,"Yes",3,16,"No","No"
110,7,719.68,"Yes",1,26,"Yes","No"
86,3,155.74,"Yes",1,12,"Yes","No"
85,1,77.98,"No",0,4,"Yes","No"
36,5,837.69,"Yes",0,38,"Yes","Yes"
39,4,339.03,"No",0,18,"Yes","No"
174,3,302.96,"No",2,9,"No","Yes"
93,4,172,"No",1,4,"No","No"
131,5,716.98,"No",0,19,"No","No"
313,2,170.98,"Yes",0,6,"Yes","No"
350,1,444.59,"Yes",0,9,"Yes","No"
100,7,286.98,"No",0,6,"No","No"
117,1,127,"No",0,5,"No","No"
192,1,448.2,"Yes",0,6,"No","No"
108,2,354.95,"No",0,15,"Yes","No"
8,14,1276.06,"Yes",5,65,"Yes","No"
197,4,222.83,"Yes",1,9,"Yes","No"
40,17,932.3,"Yes",7,42,"Yes","No"
203,1,246.99,"No",0,5,"Yes","Yes"
246,1,443,"No",0,3,"No","No"
96,3,250.19,"Yes",0,9,"No","Yes"
68,10,1435.4,"Yes",4,82,"Yes","No"
138,3,485.41,"No",0,12,"Yes","No"
180,3,350.72,"No",0,9,"No","No"
20,2,262.79,"Yes",2,7,"Yes","No"
281,2,106.99,"No",0,3,"No","No"
40,1,232.93,"No",0,9,"No","No"
4,19,957.92,"Yes",2,45,"Yes","Yes"
89,2,70.98,"No",0,4,"No","No"
8,31,1244.68,"Yes",7,53,"Yes","No"
82,10,1216.49,"Yes",0,31,"Yes","No"
46,2,151.99,"No",0,6,"No","No"
194,2,155,"No",0,6,"Yes","No"
103,3,261.95,"Yes",0,6,"Yes","Yes"
90,1,135.4,"No",0,3,"Yes","No"
327,1,122,"No",0,4,"Yes","No"
290,1,71.99,"No",0,2,"No","No"
89,2,257.05,"Yes",0,7,"No","No"
152,2,304.99,"No",0,5,"No","No"
45,13,769.45,"No",1,33,"Yes","Yes"
274,5,78.99,"Yes",0,8,"No","No"
284,1,70.99,"No",0,3,"No","No"
134,1,139.99,"Yes",0,1,"No","Yes"
51,3,178.93,"No",0,7,"No","No"
18,2,260.19,"Yes",1,5,"No","No"
12,3,155.96,"No",0,8,"Yes","No"
22,7,819.9,"Yes",3,34,"Yes","Yes"
3,2,380.86,"Yes",3,8,"Yes","No"
90,3,231,"Yes",1,7,"Yes","No"
99,12,738.68,"No",0,32,"Yes","No"
75,3,155.16,"No",1,5,"No","No"
9,9,626.11,"Yes",4,31,"Yes","No"
87,2,190.49,"No",0,3,"Yes","No"
53,2,113.96,"No",0,4,"Yes","No"
126,1,69.99,"No",0,1,"No","No"
273,1,103,"No",0,4,"No","No"
33,1,236.67,"Yes",1,4,"Yes","Yes"
354,1,78,"No",0,2,"Yes","No"
30,1,177.3,"Yes",1,3,"Yes","No"
337,1,88.2,"Yes",0,2,"Yes","No"
104,5,186.43,"Yes",1,15,"Yes","No"
201,2,252.3,"Yes",1,4,"No","No"
44,14,519.84,"Yes",2,34,"Yes","No"
12,5,1026.01,"Yes",1,27,"Yes","Yes"
63,3,379.99,"Yes",1,16,"Yes","No"
281,1,159.94,"Yes",0,6,"Yes","No"
145,1,261.9,"Yes",1,6,"Yes","No"
12,3,981.25,"Yes",2,22,"Yes","No"
62,3,824.94,"No",0,20,"Yes","No"
289,1,174,"No",0,8,"No","No"
229,4,90.44,"No",0,6,"No","No"
209,1,91.8,"Yes",1,3,"Yes","No"
19,13,1585.8,"Yes",4,61,"Yes","No"
84,5,1069.03,"Yes",1,29,"Yes","No"
127,2,429,"Yes",0,16,"No","No"
39,6,807.99,"Yes",1,20,"Yes","No"
101,6,280.72,"Yes",1,10,"No","No"
314,1,222,"Yes",0,6,"No","No"
12,3,187.95,"No",0,7,"Yes","No"
130,3,123.28,"Yes",1,5,"Yes","No"
170,3,514.44,"Yes",1,19,"Yes","No"
130,3,156.71,"No",1,8,"No","No"
125,3,131.4,"Yes",1,3,"No","No"
39,8,772.03,"Yes",2,31,"Yes","No"
183,2,152.96,"No",0,6,"No","No"
69,14,2624.02,"No",3,77,"Yes","No"
40,7,928.28,"Yes",2,32,"Yes","No"
50,5,653.28,"Yes",1,27,"Yes","No"
293,2,337.21,"Yes",0,10,"Yes","No"
209,4,68.46,"Yes",0,9,"Yes","No"
85,1,173.05,"No",0,8,"No","No"
216,1,100,"No",0,1,"No","No"
10,3,495.97,"No",0,14,"Yes","No"
334,1,73,"No",0,6,"No","No"
148,3,127.5,"No",0,4,"No","No"
285,2,79.98,"No",0,2,"No","No"
269,2,123.47,"No",0,8,"No","No"
267,3,228.97,"No",0,10,"No","No"
131,12,72.72,"Yes",1,12,"Yes","No"
145,2,76.5,"No",0,3,"Yes","No"
73,11,1023.31,"Yes",0,35,"Yes","No"
180,1,208.8,"Yes",1,4,"Yes","No"
181,2,215,"No",0,7,"No","No"
104,1,79.99,"No",0,1,"No","No"
124,1,167.98,"Yes",0,5,"Yes","No"
59,5,373.79,"Yes",1,15,"Yes","No"
166,4,319.97,"No",0,10,"Yes","No"
259,1,72.47,"No",0,3,"No","No"
250,3,61.97,"No",0,5,"No","No"
296,1,98.99,"No",0,3,"No","No"
79,8,1126.37,"Yes",1,32,"No","Yes"
50,7,516.93,"Yes",1,15,"Yes","Yes"
15,31,4521.77,"Yes",18,157,"Yes","No"
11,6,833.24,"No",0,37,"Yes","Yes"
314,1,138.99,"Yes",0,2,"No","Yes"
47,6,2127.75,"Yes",5,80,"Yes","No"
5,2,150.74,"No",0,5,"No","No"
147,2,235.97,"No",0,6,"Yes","No"
279,1,68,"No",0,2,"No","No"
68,2,104.25,"Yes",1,7,"No","No"
100,1,107.97,"No",0,3,"No","No"
34,13,1251.95,"Yes",2,52,"Yes","No"
132,3,225.49,"No",0,13,"No","No"
159,2,181,"Yes",1,6,"No","No"
102,23,1587.96,"Yes",1,65,"Yes","Yes"
309,2,208.5,"Yes",0,7,"Yes","No"
